,online_order,book_table,rate(?/5),votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
15403,Yes,No,4.2,190,Koramangala 6th Block,Quick Bites,"Street Food, North Indian, Mithai, Chinese, Beverages",300,Delivery,Jayanagar
15404,Yes,No,3.7,129,Koramangala 8th Block,Beverage Shop,"Juices, Fast Food",150,Delivery,Jayanagar
15405,Yes,No,3.8,376,BTM,Quick Bites,"North Indian, Kerala",500,Delivery,Jayanagar
15406,Yes,No,4.1,562,Basavanagudi,Quick Bites,South Indian,150,Delivery,Jayanagar
15407,Yes,No,3.8,256,BTM,Casual Dining,"Biryani, North Indian",800,Delivery,Jayanagar
15408,Yes,No,3.5,735,BTM,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600,Delivery,Jayanagar
15409,No,No,3.9,625,Koramangala 5th Block,Casual Dining,"Chinese, Momos",600,Delivery,Jayanagar
15410,Yes,No,3.7,215,BTM,Quick Bites,"Kerala, Chinese",200,Delivery,Jayanagar
15411,Yes,No,4.3,248,JP Nagar,Delivery,"North Indian, Mughlai, Fast Food",500,Delivery,Jayanagar
15412,Yes,No,4.3,1588,Koramangala 5th Block,Casual Dining,"Asian, Malaysian, Chinese, Thai, Momos",550,Delivery,Jayanagar
15413,Yes,No,2.9,258,BTM,Quick Bites,North Indian,250,Delivery,Jayanagar
15414,Yes,No,4.0,412,Koramangala 5th Block,Quick Bites,Arabian,300,Delivery,Jayanagar
15415,Yes,No,3.7,132,JP Nagar,Cafe,"Cafe, Sandwich, North Indian, Beverages, Desserts",400,Delivery,Jayanagar
15416,Yes,No,4.2,95,Jayanagar,"Beverage Shop, Dessert Parlor","Beverages, Desserts",400,Delivery,Jayanagar
15417,Yes,No,3.9,331,BTM,Cafe,"North Indian, Cafe, Fast Food, Beverages",200,Delivery,Jayanagar
15418,Yes,No,3.7,20,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Jayanagar
15419,Yes,No,4.0,199,BTM,Quick Bites,North Indian,300,Delivery,Jayanagar
15420,Yes,No,4.2,67,Basavanagudi,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery,Jayanagar
15421,Yes,No,4.1,239,Basavanagudi,Quick Bites,Street Food,200,Delivery,Jayanagar
15422,Yes,No,3.7,476,BTM,Quick Bites,"North Indian, Chinese, Fast Food",450,Delivery,Jayanagar
15423,Yes,No,3.8,17,BTM,"Takeaway, Delivery","Chinese, Thai, Momos",400,Delivery,Jayanagar
15424,Yes,No,3.7,219,Koramangala 5th Block,"Quick Bites, Food Court","Salad, Fast Food",600,Delivery,Jayanagar
15425,Yes,No,3.9,225,BTM,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery,Jayanagar
15426,Yes,No,3.7,23,BTM,"Takeaway, Delivery","North Indian, Charcoal Chicken",400,Delivery,Jayanagar
15427,Yes,No,4.0,776,Koramangala 5th Block,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800,Delivery,Jayanagar
15428,Yes,No,3.9,181,BTM,Quick Bites,"Oriya, Fast Food",250,Delivery,Jayanagar
15429,Yes,No,3.8,1073,BTM,Casual Dining,Biryani,500,Delivery,Jayanagar
15430,Yes,No,4.2,1076,Koramangala 5th Block,Sweet Shop,"Mithai, Street Food",400,Delivery,Jayanagar
15431,Yes,No,4.2,466,BTM,Quick Bites,"Kerala, South Indian, Chinese",400,Delivery,Jayanagar
15432,Yes,No,3.8,101,JP Nagar,Quick Bites,"Street Food, Fast Food",200,Delivery,Jayanagar
15433,Yes,No,4.2,556,Koramangala 5th Block,Quick Bites,"Tibetan, Nepalese, Momos",400,Delivery,Jayanagar
15434,Yes,No,3.6,132,JP Nagar,Quick Bites,"North Indian, Beverages",250,Delivery,Jayanagar
15435,Yes,No,3.9,38,Basavanagudi,Quick Bites,Chinese,200,Delivery,Jayanagar
15436,Yes,No,3.9,62,JP Nagar,Quick Bites,"Burger, Fast Food, Roast Chicken, Finger Food",300,Delivery,Jayanagar
15437,Yes,No,3.8,541,Basavanagudi,Casual Dining,"North Indian, Kebab, Biryani, Chinese",700,Delivery,Jayanagar
15438,Yes,No,3.9,89,Koramangala 5th Block,Quick Bites,"North Indian, Mughlai, Biryani",400,Delivery,Jayanagar
15439,Yes,No,4.4,827,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",400,Delivery,Jayanagar
15440,Yes,No,4.0,118,BTM,Quick Bites,"Rolls, Kebab",250,Delivery,Jayanagar
15441,Yes,No,3.9,38,BTM,"Takeaway, Delivery",South Indian,250,Delivery,Jayanagar
15442,Yes,No,4.0,22,BTM,"Takeaway, Delivery",Bakery,200,Delivery,Jayanagar
15443,Yes,No,4.2,38,BTM,"Takeaway, Delivery","South Indian, North Indian, Street Food",200,Delivery,Jayanagar
15444,Yes,No,3.8,23,JP Nagar,Quick Bites,Rolls,150,Delivery,Jayanagar
15445,Yes,No,4.1,304,Jayanagar,Quick Bites,"South Indian, Coffee",200,Delivery,Jayanagar
15446,Yes,No,3.5,93,JP Nagar,"Takeaway, Delivery","Biryani, Kebab, Rolls",600,Delivery,Jayanagar
15447,Yes,No,3.9,187,BTM,Quick Bites,"Biryani, North Indian, Kebab",600,Delivery,Jayanagar
15448,Yes,Yes,4.2,357,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Delivery,Jayanagar
15449,Yes,No,3.7,15,Koramangala 5th Block,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Jayanagar
15450,Yes,No,2.6,174,BTM,Casual Dining,"Andhra, Chinese, Biryani",450,Delivery,Jayanagar
15451,Yes,No,3.2,12,Basavanagudi,"Takeaway, Delivery",Biryani,300,Delivery,Jayanagar
15452,Yes,No,3.9,1045,Koramangala 7th Block,Quick Bites,"Burger, Fast Food, Beverages",600,Delivery,Jayanagar
15453,Yes,No,3.9,984,Jayanagar,Quick Bites,"North Indian, Kebab, Fast Food",500,Delivery,Jayanagar
15454,Yes,No,4.5,339,Koramangala 5th Block,"Dessert Parlor, Cafe","Desserts, Cafe",300,Delivery,Jayanagar
15455,Yes,No,3.6,519,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Jayanagar
15456,Yes,No,3.9,65,BTM,Quick Bites,Biryani,700,Delivery,Jayanagar
15457,Yes,No,3.7,211,BTM,Quick Bites,"Chinese, North Indian",300,Delivery,Jayanagar
15458,Yes,No,3.8,59,Basavanagudi,Quick Bites,Chinese,150,Delivery,Jayanagar
15459,Yes,No,4.0,49,Basavanagudi,Quick Bites,South Indian,200,Delivery,Jayanagar
15460,Yes,No,3.7,6,JP Nagar,"Takeaway, Delivery","Italian, North Indian, Biryani",500,Delivery,Jayanagar
15461,Yes,No,4.0,130,BTM,Quick Bites,North Indian,150,Delivery,Jayanagar
15462,Yes,No,4.2,505,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",550,Delivery,Jayanagar
15463,Yes,No,3.7,108,Basavanagudi,Beverage Shop,"Beverages, Ice Cream",150,Delivery,Jayanagar
15464,Yes,No,3.9,57,BTM,Quick Bites,Biryani,300,Delivery,Jayanagar
15465,Yes,No,4.0,80,Jayanagar,Quick Bites,Maharashtrian,100,Delivery,Jayanagar
15466,Yes,No,4.0,335,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Jayanagar
15467,Yes,No,3.2,21,BTM,"Takeaway, Delivery","Biryani, North Indian",600,Delivery,Jayanagar
15468,Yes,No,4.0,1986,JP Nagar,Casual Dining,"Biryani, North Indian, Kebab",800,Delivery,Jayanagar
15469,Yes,No,3.9,20,BTM,"Takeaway, Delivery","Desserts, Ice Cream",300,Delivery,Jayanagar
15470,Yes,No,4.0,253,Jayanagar,Dessert Parlor,"Desserts, Beverages",300,Delivery,Jayanagar
15471,Yes,No,3.5,49,JP Nagar,Quick Bites,Bohri,300,Delivery,Jayanagar
15472,Yes,No,3.8,99,BTM,Casual Dining,"South Indian, North Indian, Chinese",350,Delivery,Jayanagar
15473,Yes,No,3.2,50,BTM,Quick Bites,"North Indian, Chinese",300,Delivery,Jayanagar
15474,Yes,No,3.8,184,BTM,Quick Bites,"Fast Food, North Indian, Chinese, Mughlai, Rolls",400,Delivery,Jayanagar
15475,Yes,No,4.0,351,BTM,Quick Bites,"Burger, Fast Food",400,Delivery,Jayanagar
15476,Yes,No,3.4,23,Banashankari,Quick Bites,South Indian,200,Delivery,Jayanagar
15477,Yes,No,3.9,753,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery,Jayanagar
15478,Yes,No,3.1,31,BTM,"Takeaway, Delivery","Biryani, North Indian, Mughlai",400,Delivery,Jayanagar
15479,Yes,No,3.9,421,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800,Delivery,Jayanagar
15480,Yes,No,2.7,159,JP Nagar,Quick Bites,Pizza,750,Delivery,Jayanagar
15481,Yes,Yes,4.6,2604,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Delivery,Jayanagar
15482,Yes,No,3.7,38,Jayanagar,Quick Bites,South Indian,100,Delivery,Jayanagar
15483,Yes,No,3.5,11,JP Nagar,Quick Bites,"Rolls, Chinese",200,Delivery,Jayanagar
15484,Yes,No,3.4,137,BTM,"Takeaway, Delivery","Biryani, North Indian",500,Delivery,Jayanagar
15485,Yes,No,3.8,53,Koramangala 7th Block,Quick Bites,Healthy Food,350,Delivery,Jayanagar
15486,Yes,No,3.3,47,BTM,Dhaba,North Indian,400,Delivery,Jayanagar
15487,Yes,No,3.9,211,Jayanagar,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Jayanagar
15488,Yes,No,3.8,52,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Jayanagar
15489,Yes,No,4.0,113,BTM,Quick Bites,"Chinese, North Indian, South Indian",400,Delivery,Jayanagar
15490,Yes,No,3.6,8,BTM,Delivery,"North Indian, Chinese",600,Delivery,Jayanagar
15491,Yes,Yes,4.0,206,JP Nagar,Quick Bites,"Pizza, Italian",700,Delivery,Jayanagar
15492,Yes,No,4.1,232,JP Nagar,Bakery,"Bakery, Desserts",500,Delivery,Jayanagar
15493,Yes,No,4.0,15,BTM,Quick Bites,"Sandwich, Fast Food",100,Delivery,Jayanagar
15494,Yes,No,4.2,449,Basavanagudi,Quick Bites,South Indian,100,Delivery,Jayanagar
15495,Yes,No,4.3,632,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",200,Delivery,Jayanagar
15496,Yes,No,3.7,25,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",400,Delivery,Jayanagar
15497,Yes,No,3.5,57,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Delivery,Jayanagar
15498,Yes,No,4.2,369,JP Nagar,"Takeaway, Delivery",Pizza,600,Delivery,Jayanagar
15499,Yes,Yes,4.1,176,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",500,Delivery,Jayanagar
15500,Yes,No,4.2,703,Koramangala 7th Block,Dessert Parlor,"Bakery, Desserts, Beverages",450,Delivery,Jayanagar
15501,Yes,No,3.7,11,BTM,"Takeaway, Delivery",Arabian,400,Delivery,Jayanagar
15502,Yes,No,3.9,101,BTM,Casual Dining,"Chinese, Momos",600,Delivery,Jayanagar
15503,Yes,No,4.1,381,BTM,Quick Bites,Arabian,250,Delivery,Jayanagar
15504,Yes,Yes,4.1,2725,BTM,Casual Dining,"Biryani, North Indian, Mughlai",800,Delivery,Jayanagar
15505,Yes,No,3.4,14,JP Nagar,"Takeaway, Delivery",North Indian,200,Delivery,Jayanagar
15506,Yes,No,2.9,132,BTM,Quick Bites,"Chinese, North Indian",300,Delivery,Jayanagar
15507,Yes,No,3.9,183,BTM,Quick Bites,"Rolls, Chinese",300,Delivery,Jayanagar
15508,Yes,No,3.4,16,BTM,Quick Bites,"Biryani, Andhra, Chinese",600,Delivery,Jayanagar
15509,Yes,No,3.5,22,BTM,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150,Delivery,Jayanagar
15510,Yes,No,4.1,113,BTM,Sweet Shop,"Mithai, Street Food",400,Delivery,Jayanagar
15511,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Jayanagar
15512,Yes,No,3.7,66,JP Nagar,Quick Bites,"Kebab, North Indian, Fast Food, Beverages",400,Delivery,Jayanagar
15513,Yes,No,3.9,28,Koramangala 7th Block,Bakery,"Bakery, Desserts",500,Delivery,Jayanagar
15514,Yes,No,3.3,49,Koramangala 5th Block,Quick Bites,Biryani,300,Delivery,Jayanagar
15515,Yes,No,3.9,172,Banashankari,Delivery,Pizza,750,Delivery,Jayanagar
15516,Yes,No,2.9,345,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese, Momos",450,Delivery,Jayanagar
15517,Yes,No,3.9,323,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Delivery,Jayanagar
15518,Yes,No,3.9,35,Banashankari,Delivery,"Bakery, Desserts",500,Delivery,Jayanagar
15519,Yes,No,3.7,171,JP Nagar,Quick Bites,"Fast Food, North Indian, South Indian",200,Delivery,Jayanagar
15520,Yes,No,4.3,338,Koramangala 5th Block,Casual Dining,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800,Delivery,Jayanagar
15521,Yes,No,4.6,409,Bannerghatta Road,Casual Dining,"African, Burger",1000,Delivery,Jayanagar
15522,Yes,No,3.9,499,Koramangala 6th Block,Quick Bites,"Street Food, Gujarati",300,Delivery,Jayanagar
15523,Yes,No,3.3,23,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Delivery,Jayanagar
15524,Yes,No,3.2,209,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery,Jayanagar
15525,Yes,No,4.1,240,JP Nagar,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500,Delivery,Jayanagar
15526,Yes,No,4.1,164,Basavanagudi,Quick Bites,"Continental, Fast Food, Street Food, Momos",500,Delivery,Jayanagar
15527,Yes,No,3.7,23,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery,Jayanagar
15528,Yes,No,4.2,103,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",300,Delivery,Jayanagar
15529,Yes,Yes,3.5,551,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Fast Food, BBQ",600,Delivery,Jayanagar
15530,Yes,No,3.7,98,Jayanagar,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery,Jayanagar
15531,Yes,Yes,3.9,295,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",650,Delivery,Jayanagar
15532,Yes,No,3.7,40,BTM,Quick Bites,North Indian,300,Delivery,Jayanagar
15533,Yes,No,3.6,382,Koramangala 5th Block,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Delivery,Jayanagar
15534,Yes,No,4.2,971,Koramangala 5th Block,Quick Bites,South Indian,200,Delivery,Jayanagar
15535,Yes,No,3.9,439,BTM,Casual Dining,Bengali,650,Delivery,Jayanagar
15536,Yes,No,3.9,358,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,Jayanagar
15537,Yes,Yes,4.1,367,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese",1200,Delivery,Jayanagar
15538,Yes,No,3.7,17,Koramangala 7th Block,Casual Dining,"Pizza, Italian",400,Delivery,Jayanagar
15539,Yes,No,4.1,414,Koramangala 7th Block,"Beverage Shop, Quick Bites","Juices, Healthy Food",300,Delivery,Jayanagar
15540,Yes,No,3.7,14,BTM,Quick Bites,"Arabian, Afghan",400,Delivery,Jayanagar
15541,Yes,No,2.8,152,Koramangala 7th Block,Casual Dining,"North Indian, Chinese, BBQ",700,Delivery,Jayanagar
15542,Yes,No,3.8,140,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese, Beverages",200,Delivery,Jayanagar
15543,Yes,No,3.5,80,Banashankari,Quick Bites,"Tibetan, Momos",250,Delivery,Jayanagar
15544,Yes,No,4.0,166,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Jayanagar
15545,Yes,No,3.9,137,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery,Jayanagar
15546,Yes,No,3.6,16,Basavanagudi,Quick Bites,South Indian,200,Delivery,Jayanagar
15547,Yes,No,4.1,268,Koramangala 5th Block,Kiosk,"Turkish, Rolls",300,Delivery,Jayanagar
15548,Yes,No,4.2,450,Jayanagar,Cafe,"Cafe, Beverages, Fast Food",400,Delivery,Jayanagar
15549,Yes,Yes,4.1,1547,JP Nagar,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts",1000,Delivery,Jayanagar
15550,Yes,No,4.0,25,JP Nagar,Beverage Shop,"Beverages, Fast Food",200,Delivery,Jayanagar
15551,Yes,No,3.9,48,JP Nagar,Sweet Shop,"Mithai, Street Food",100,Delivery,Jayanagar
15552,Yes,No,3.5,7,BTM,"Takeaway, Delivery","Arabian, Middle Eastern",400,Delivery,Jayanagar
15553,Yes,No,4.0,53,Banashankari,Delivery,"Mexican, Italian",600,Delivery,Jayanagar
15554,Yes,No,3.9,14,JP Nagar,"Takeaway, Delivery","Andhra, North Indian, Chinese",400,Delivery,Jayanagar
15555,Yes,Yes,4.2,2123,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery,Jayanagar
15556,Yes,Yes,4.2,543,Koramangala 5th Block,"Casual Dining, Pub","North Indian, Chinese, Pizza",1000,Delivery,Jayanagar
15557,Yes,No,3.9,18,Koramangala 5th Block,Dessert Parlor,Desserts,300,Delivery,Jayanagar
15558,Yes,No,3.9,38,JP Nagar,Beverage Shop,"Beverages, Ice Cream",200,Delivery,Jayanagar
15559,Yes,No,3.7,118,BTM,Quick Bites,"Biryani, Kebab",400,Delivery,Jayanagar
15560,Yes,Yes,4.2,2211,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian",1200,Delivery,Jayanagar
15561,Yes,No,3.5,11,JP Nagar,Quick Bites,"South Indian, North Indian",200,Delivery,Jayanagar
15562,Yes,No,3.4,23,BTM,Delivery,Burger,300,Delivery,Jayanagar
15563,Yes,No,3.6,218,BTM,Casual Dining,"Biryani, North Indian, Chinese",600,Delivery,Jayanagar
15564,Yes,No,4.0,958,Koramangala 7th Block,Casual Dining,"Tibetan, Chinese, Momos",500,Delivery,Jayanagar
15565,Yes,No,3.8,111,Bannerghatta Road,Casual Dining,"Andhra, Biryani",800,Delivery,Jayanagar
15566,Yes,No,3.8,12,BTM,Quick Bites,"Turkish, Rolls",300,Delivery,Jayanagar
15567,Yes,No,4.1,511,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,Jayanagar
15568,Yes,No,4.3,723,Koramangala 5th Block,Quick Bites,Fast Food,400,Delivery,Jayanagar
15569,Yes,No,3.7,35,JP Nagar,Quick Bites,"North Indian, Chinese",200,Delivery,Jayanagar
15570,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",250,Delivery,Jayanagar
15571,Yes,No,3.7,21,Jayanagar,Quick Bites,"Maharashtrian, Fast Food, Street Food, Sandwich",200,Delivery,Jayanagar
15572,Yes,No,4.1,70,Basavanagudi,Quick Bites,"South Indian, Chinese",150,Delivery,Jayanagar
15573,Yes,No,3.7,93,Basavanagudi,Quick Bites,Street Food,200,Delivery,Jayanagar
15574,Yes,No,2.9,67,BTM,Casual Dining,"Oriya, Bengali",500,Delivery,Jayanagar
15575,Yes,No,4.1,93,Koramangala 5th Block,Cafe,"Cafe, Continental",600,Delivery,Jayanagar
15576,Yes,No,3.8,579,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900,Delivery,Jayanagar
15577,Yes,No,3.7,31,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",500,Delivery,Jayanagar
15578,Yes,No,3.5,4,JP Nagar,Quick Bites,"North Indian, Mithai",250,Delivery,Jayanagar
15579,Yes,No,3.9,152,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300,Delivery,Jayanagar
15580,Yes,No,3.6,7,BTM,Quick Bites,Maharashtrian,200,Delivery,Jayanagar
15581,Yes,No,3.6,38,Jayanagar,Quick Bites,South Indian,300,Delivery,Jayanagar
15582,Yes,No,4.2,55,Koramangala 5th Block,Beverage Shop,Beverages,400,Delivery,Jayanagar
15583,Yes,No,4.0,207,JP Nagar,Delivery,"North Indian, Biryani",450,Delivery,Jayanagar
15584,Yes,No,3.4,6,BTM,"Takeaway, Delivery","Mithai, Desserts",200,Delivery,Jayanagar
15585,Yes,Yes,4.2,1700,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,Delivery,Jayanagar
15586,Yes,No,3.6,17,Koramangala 7th Block,Quick Bites,"Healthy Food, Pizza, Italian, South Indian, North Indian",500,Delivery,Jayanagar
15587,Yes,No,3.9,102,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",400,Delivery,Jayanagar
15588,Yes,No,3.1,18,BTM,Casual Dining,"Kerala, Chinese, South Indian, North Indian",700,Delivery,Jayanagar
15589,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",200,Delivery,Jayanagar
15590,Yes,No,3.7,35,BTM,Quick Bites,"North Indian, Chinese",300,Delivery,Jayanagar
15591,Yes,No,4.2,529,Koramangala 7th Block,Quick Bites,"Tibetan, Chinese, Momos",450,Delivery,Jayanagar
15592,Yes,No,3.4,23,Bannerghatta Road,"Takeaway, Delivery",Fast Food,300,Delivery,Jayanagar
15593,Yes,No,3.2,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery,Jayanagar
15594,Yes,Yes,4.2,179,Jayanagar,Casual Dining,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery,Jayanagar
15595,Yes,No,3.1,9,Koramangala 8th Block,Beverage Shop,Beverages,200,Delivery,Jayanagar
15596,Yes,No,3.3,5,Koramangala 5th Block,Beverage Shop,Beverages,150,Delivery,Jayanagar
15597,Yes,No,4.3,245,Koramangala 5th Block,Quick Bites,"Tibetan, Chinese, Continental, Momos",600,Delivery,Jayanagar
15598,Yes,No,4.0,48,Koramangala 5th Block,Beverage Shop,"Beverages, Fast Food",400,Delivery,Jayanagar
15599,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,Delivery,Jayanagar
15600,Yes,No,3.9,104,Jayanagar,Quick Bites,Fast Food,200,Delivery,Jayanagar
15601,Yes,No,4.0,85,BTM,Quick Bites,"Fast Food, North Indian",400,Delivery,Jayanagar
15602,Yes,No,4.5,155,Jayanagar,Beverage Shop,"Beverages, Sandwich",300,Delivery,Jayanagar
15603,No,No,4.2,3236,BTM,"Casual Dining, Microbrewery",North Indian,1600,Delivery,Jayanagar
15604,Yes,No,4.1,613,Koramangala 7th Block,Casual Dining,Assamese,500,Delivery,Jayanagar
15605,Yes,No,3.5,221,BTM,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food, Chinese",400,Delivery,Jayanagar
15606,Yes,No,3.7,666,JP Nagar,Casual Dining,"Bengali, Mughlai",650,Delivery,Jayanagar
15607,Yes,No,3.6,15,BTM,Quick Bites,"North Indian, Chinese",250,Delivery,Jayanagar
15608,Yes,Yes,4.5,803,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",800,Delivery,Jayanagar
15609,Yes,No,3.0,74,Shanti Nagar,Casual Dining,North Indian,500,Delivery,Jayanagar
15610,Yes,No,4.0,910,Bannerghatta Road,Quick Bites,"Mexican, American, Fast Food",600,Delivery,Jayanagar
15611,Yes,No,3.9,42,Jayanagar,Quick Bites,"Pizza, South Indian, Healthy Food",500,Delivery,Jayanagar
15612,Yes,No,3.9,85,JP Nagar,Quick Bites,Rajasthani,300,Delivery,Jayanagar
15613,Yes,No,4.1,55,JP Nagar,Cafe,"Cafe, Sandwich, Burger",600,Delivery,Jayanagar
15614,Yes,No,4.5,2608,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery,Jayanagar
15615,Yes,Yes,4.4,201,Koramangala 5th Block,Cafe,"Cafe, Salad",800,Delivery,Jayanagar
15616,Yes,No,3.8,62,BTM,Quick Bites,"Fast Food, Juices",300,Delivery,Jayanagar
15617,Yes,No,3.7,65,Koramangala 5th Block,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",800,Delivery,Jayanagar
15618,Yes,No,3.8,23,Koramangala 5th Block,Dessert Parlor,Desserts,400,Delivery,Jayanagar
15619,Yes,No,3.6,47,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500,Delivery,Jayanagar
15620,Yes,No,3.6,21,Jayanagar,Quick Bites,"Fast Food, Burger",150,Delivery,Jayanagar
15621,Yes,No,3.8,15,Basavanagudi,Bakery,Bakery,400,Delivery,Jayanagar
15622,Yes,No,3.6,34,Bannerghatta Road,Quick Bites,Street Food,100,Delivery,Jayanagar
